Date, Open, High, Low, Close, Volume
02/06/25, 101.09, 111.545, 100.26, 111.28, 128217508
02/05/25, 101.78, 103.57, 99.32, 101.36, 90792352
02/04/25, 102.80, 106.91, 100.51, 103.83, 230806797
02/03/25, 80.125, 84.25, 78.47, 83.74, 126592703
01/31/25, 81.00, 85.22, 80.87, 82.49, 79000227
01/30/25, 80.02, 81.8299, 79.38, 81.22, 46067527
01/29/25, 79.95, 80.8199, 77.81, 79.76, 49262160
01/28/25, 75.54, 80.74, 74.04, 80.23, 65916656
01/27/25, 74.07, 76.72, 72.67, 75.44, 76093328
01/24/25, 79.05, 82.24, 78.4401, 78.98, 77931914
01/23/25, 76.04, 79.00, 75.84, 78.98, 55937898
